IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2001,YEAR,Total,RATE_PER_100000,12.4003,7.53399,19.28876,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2001,YEAR,Female,RATE_PER_100000,5.45737,3.20328,8.80439,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,690,Seychelles,2001,YEAR,Male,RATE_PER_100000,19.405,11.90323,29.86641,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2001,YEAR,Total,RATE_PER_100000,2.56566,1.70325,3.72636,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2001,YEAR,Female,RATE_PER_100000,1.31457,0.8343,1.96989,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,760,Syrian Arab Republic,2001,YEAR,Male,RATE_PER_100000,3.7832,2.5489,5.43574,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2001,YEAR,Total,RATE_PER_100000,11.70756,5.74608,20.60657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2001,YEAR,Female,RATE_PER_100000,4.70104,2.21772,8.75386,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,148,Chad,2001,YEAR,Male,RATE_PER_100000,18.77385,9.30454,32.56039,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2001,YEAR,Total,RATE_PER_100000,11.14209,5.59759,19.48184,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2001,YEAR,Female,RATE_PER_100000,5.55659,2.59331,10.43007,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,768,Togo,2001,YEAR,Male,RATE_PER_100000,16.86119,8.67374,28.75014,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2001,YEAR,Total,RATE_PER_100000,9.56471,6.05304,14.18872,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2001,YEAR,Female,RATE_PER_100000,4.02409,2.51078,6.0598,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,764,Thailand,2001,YEAR,Male,RATE_PER_100000,15.25312,9.68977,22.53446,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2001,YEAR,Total,RATE_PER_100000,3.9361,2.89896,5.233,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2001,YEAR,Female,RATE_PER_100000,1.71532,1.15287,2.45725,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,762,Tajikistan,2001,YEAR,Male,RATE_PER_100000,6.14582,4.63634,7.99491,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2001,YEAR,Total,RATE_PER_100000,5.77349,4.82098,6.85216,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2001,YEAR,Female,RATE_PER_100000,2.2538,1.77414,2.82102,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,795,Turkmenistan,2001,YEAR,Male,RATE_PER_100000,9.40567,7.9652,11.01213,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2001,YEAR,Total,RATE_PER_100000,4.25161,1.23598,7.71201,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2001,YEAR,Female,RATE_PER_100000,1.72095,0.59962,3.12039,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,626,Timor-Leste,2001,YEAR,Male,RATE_PER_100000,6.73008,1.85922,12.20894,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2001,YEAR,Total,RATE_PER_100000,4.87392,2.57115,8.46746,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2001,YEAR,Female,RATE_PER_100000,3.21125,1.67552,5.53025,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,776,Tonga,2001,YEAR,Male,RATE_PER_100000,6.48383,3.43834,11.31145,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2001,YEAR,Total,RATE_PER_100000,17.03688,14.52756,19.89237,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2001,YEAR,Female,RATE_PER_100000,4.85188,3.77332,6.13526,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,780,Trinidad and Tobago,2001,YEAR,Male,RATE_PER_100000,29.3449,25.39038,33.78838,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2001,YEAR,Total,RATE_PER_100000,2.56723,1.5477,4.00516,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2001,YEAR,Female,RATE_PER_100000,1.18495,0.64653,2.00269,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,788,Tunisia,2001,YEAR,Male,RATE_PER_100000,3.93288,2.43801,5.98354,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2001,YEAR,Total,RATE_PER_100000,5.09414,2.9058,8.15988,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2001,YEAR,Female,RATE_PER_100000,1.25747,0.67202,2.14457,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,792,Türkiye,2001,YEAR,Male,RATE_PER_100000,9.04919,5.20851,14.3608,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2001,YEAR,Total,RATE_PER_100000,8.97392,5.78486,13.33133,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2001,YEAR,Female,RATE_PER_100000,3.39701,1.98972,5.37189,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,834,United Republic of Tanzania,2001,YEAR,Male,RATE_PER_100000,14.60967,9.62004,21.37477,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2001,YEAR,Total,RATE_PER_100000,9.62846,5.89567,14.64296,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2001,YEAR,Female,RATE_PER_100000,3.00641,1.6992,4.85102,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,800,Uganda,2001,YEAR,Male,RATE_PER_100000,16.45687,10.22291,24.74004,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2001,YEAR,Total,RATE_PER_100000,10.60196,9.35245,12.01004,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2001,YEAR,Female,RATE_PER_100000,5.90038,5.21396,6.63882,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,804,Ukraine,2001,YEAR,Male,RATE_PER_100000,16.00636,14.10958,18.18418,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2001,YEAR,Total,RATE_PER_100000,6.54292,5.49591,7.75569,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2001,YEAR,Female,RATE_PER_100000,2.45864,1.924,3.10175,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,858,Uruguay,2001,YEAR,Male,RATE_PER_100000,10.90231,9.30841,12.72311,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2001,YEAR,Total,RATE_PER_100000,7.39345,7.13236,7.65527,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2001,YEAR,Female,RATE_PER_100000,3.5513,3.3822,3.71398,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,840,United States of America,2001,YEAR,Male,RATE_PER_100000,11.34815,10.99236,11.71201,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2001,YEAR,Total,RATE_PER_100000,4.12729,3.59253,4.71706,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2001,YEAR,Female,RATE_PER_100000,1.74019,1.46892,2.04862,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,860,Uzbekistan,2001,YEAR,Male,RATE_PER_100000,6.54175,5.74049,7.41609,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2001,YEAR,Total,RATE_PER_100000,15.92705,12.60335,19.78478,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2001,YEAR,Female,RATE_PER_100000,7.02363,5.30011,9.06711,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,670,Saint Vincent and the Grenadines,2001,YEAR,Male,RATE_PER_100000,24.68625,19.7883,30.32883,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2001,YEAR,Total,RATE_PER_100000,41.23866,38.47353,44.12559,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2001,YEAR,Female,RATE_PER_100000,7.57014,6.7519,8.46431,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,862,Venezuela (Bolivarian Republic of),2001,YEAR,Male,RATE_PER_100000,74.69794,69.99802,79.56525,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2001,YEAR,Total,RATE_PER_100000,1.67753,0.93426,2.70835,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2001,YEAR,Female,RATE_PER_100000,0.36402,0.19926,0.61847,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,704,Viet Nam,2001,YEAR,Male,RATE_PER_100000,3.01671,1.68362,4.83908,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2001,YEAR,Total,RATE_PER_100000,3.43102,1.62904,6.30898,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2001,YEAR,Female,RATE_PER_100000,1.87285,0.85022,3.57999,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,548,Vanuatu,2001,YEAR,Male,RATE_PER_100000,4.92084,2.3737,8.91826,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2001,YEAR,Total,RATE_PER_100000,3.26453,3.01105,3.54356,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2001,YEAR,Female,RATE_PER_100000,1.70999,1.54375,1.89299,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,910,High-income economies,2001,YEAR,Male,RATE_PER_100000,4.86518,4.52186,5.24308,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2001,YEAR,Total,RATE_PER_100000,9.96855,5.69409,16.08419,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2001,YEAR,Female,RATE_PER_100000,4.54996,2.51345,7.65975,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,911,Low-income economies,2001,YEAR,Male,RATE_PER_100000,15.46267,8.91906,24.62605,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2001,YEAR,Total,RATE_PER_100000,6.73455,4.99654,8.96647,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2001,YEAR,Female,RATE_PER_100000,3.40456,2.43104,4.72745,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,912,Lower-middle-income economies,2001,YEAR,Male,RATE_PER_100000,9.9274,7.45639,13.03092,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2001,YEAR,Total,RATE_PER_100000,10.70362,9.53577,12.08541,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2001,YEAR,Female,RATE_PER_100000,3.92138,3.31907,4.64333,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,914,Upper-middle-income economies,2001,YEAR,Male,RATE_PER_100000,17.39586,15.66998,19.42873,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2001,YEAR,Total,RATE_PER_100000,2.97357,2.49963,3.53669,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2001,YEAR,Female,RATE_PER_100000,1.7011,1.42753,2.03106,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,958,Western Pacific,2001,YEAR,Male,RATE_PER_100000,4.19979,3.53276,4.98758,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2001,YEAR,Total,RATE_PER_100000,6.02294,2.83383,11.37512,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2001,YEAR,Female,RATE_PER_100000,2.51427,1.14732,4.73593,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,882,Samoa,2001,YEAR,Male,RATE_PER_100000,9.25329,4.38656,17.48764,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2001,YEAR,Total,RATE_PER_100000,4.51115,2.32577,7.73801,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2001,YEAR,Female,RATE_PER_100000,2.24471,1.08727,3.99441,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,887,Yemen,2001,YEAR,Male,RATE_PER_100000,6.73925,3.54331,11.41828,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2001,YEAR,Total,RATE_PER_100000,52.79314,41.29352,65.1002,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2001,YEAR,Female,RATE_PER_100000,21.83255,14.36298,29.66011,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,710,South Africa,2001,YEAR,Male,RATE_PER_100000,84.62907,68.98546,101.5423,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2001,YEAR,Total,RATE_PER_100000,9.17917,5.59052,14.18006,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2001,YEAR,Female,RATE_PER_100000,4.62812,2.63523,7.5985,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,894,Zambia,2001,YEAR,Male,RATE_PER_100000,13.81266,8.59933,20.88084,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2001,YEAR,Total,RATE_PER_100000,14.40077,9.21414,20.8702,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2001,YEAR,Female,RATE_PER_100000,5.79428,2.95182,9.98789,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,716,Zimbabwe,2001,YEAR,Male,RATE_PER_100000,23.45131,15.79956,32.31399,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2002,YEAR,Total,RATE_PER_100000,10.17557,5.80369,16.60039,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2002,YEAR,Female,RATE_PER_100000,2.63576,1.43049,4.51247,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,4,Afghanistan,2002,YEAR,Male,RATE_PER_100000,17.27276,9.92016,27.9787,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2002,YEAR,Total,RATE_PER_100000,13.36677,8.82974,19.47405,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2002,YEAR,Female,RATE_PER_100000,6.1263,3.70661,9.48003,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,953,Africa,2002,YEAR,Male,RATE_PER_100000,20.67767,14.0027,29.56527,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2002,YEAR,Total,RATE_PER_100000,12.87989,6.9799,21.89159,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2002,YEAR,Female,RATE_PER_100000,4.83925,2.47361,8.3279,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,24,Angola,2002,YEAR,Male,RATE_PER_100000,21.02222,11.54319,35.62683,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2002,YEAR,Total,RATE_PER_100000,6.74375,5.09024,8.65577,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2002,YEAR,Female,RATE_PER_100000,2.56632,1.83991,3.50447,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,8,Albania,2002,YEAR,Male,RATE_PER_100000,10.81644,8.25907,13.67791,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2002,YEAR,Total,RATE_PER_100000,20.32464,18.84361,21.93831,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2002,YEAR,Female,RATE_PER_100000,5.0281,4.45403,5.71276,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,954,Americas,2002,YEAR,Male,RATE_PER_100000,36.02035,33.60867,38.58727,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2002,YEAR,Total,RATE_PER_100000,1.50811,0.88305,2.4223,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2002,YEAR,Female,RATE_PER_100000,0.46415,0.24952,0.79233,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,784,United Arab Emirates,2002,YEAR,Male,RATE_PER_100000,1.99978,1.18142,3.18996,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2002,YEAR,Total,RATE_PER_100000,9.53787,8.52151,10.61906,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2002,YEAR,Female,RATE_PER_100000,2.76757,2.40658,3.16659,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,32,Argentina,2002,YEAR,Male,RATE_PER_100000,16.71539,15.00424,18.5198,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2002,YEAR,Total,RATE_PER_100000,4.04006,3.142,5.11657,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2002,YEAR,Female,RATE_PER_100000,1.55735,1.14244,2.06217,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,51,Armenia,2002,YEAR,Male,RATE_PER_100000,6.84384,5.40014,8.56597,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2002,YEAR,Total,RATE_PER_100000,5.1154,3.82703,6.70162,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2002,YEAR,Female,RATE_PER_100000,1.64137,1.2084,2.17594,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,28,Antigua and Barbuda,2002,YEAR,Male,RATE_PER_100000,9.0221,6.7718,11.79095,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2002,YEAR,Total,RATE_PER_100000,1.5206,1.28691,1.78789,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2002,YEAR,Female,RATE_PER_100000,1.03725,0.86357,1.23675,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,36,Australia,2002,YEAR,Male,RATE_PER_100000,2.00597,1.71202,2.34134,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2002,YEAR,Total,RATE_PER_100000,0.89386,0.72429,1.09005,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2002,YEAR,Female,RATE_PER_100000,0.82689,0.66957,1.01262,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,40,Austria,2002,YEAR,Male,RATE_PER_100000,0.96475,0.78222,1.17201,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2002,YEAR,Total,RATE_PER_100000,2.86425,2.04575,3.88793,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2002,YEAR,Female,RATE_PER_100000,1.07711,0.7148,1.56093,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,31,Azerbaijan,2002,YEAR,Male,RATE_PER_100000,4.72248,3.42964,6.30748,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2002,YEAR,Total,RATE_PER_100000,5.48463,2.60516,10.40343,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2002,YEAR,Female,RATE_PER_100000,2.7899,1.30857,5.26982,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,108,Burundi,2002,YEAR,Male,RATE_PER_100000,8.26899,3.94487,15.70778,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2002,YEAR,Total,RATE_PER_100000,2.28885,1.90113,2.72794,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2002,YEAR,Female,RATE_PER_100000,1.84226,1.51293,2.21602,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,56,Belgium,2002,YEAR,Male,RATE_PER_100000,2.75366,2.30516,3.26074,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2002,YEAR,Total,RATE_PER_100000,7.26649,3.66094,13.02952,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2002,YEAR,Female,RATE_PER_100000,3.28351,1.54714,6.12331,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,204,Benin,2002,YEAR,Male,RATE_PER_100000,11.34729,5.82665,20.10535,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2002,YEAR,Total,RATE_PER_100000,10.53559,5.22496,18.44507,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2002,YEAR,Female,RATE_PER_100000,5.83627,2.89469,10.18478,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,854,Burkina Faso,2002,YEAR,Male,RATE_PER_100000,15.38821,7.63124,26.97482,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2002,YEAR,Total,RATE_PER_100000,3.05679,2.12829,4.29465,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2002,YEAR,Female,RATE_PER_100000,1.98282,1.34142,2.82162,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,50,Bangladesh,2002,YEAR,Male,RATE_PER_100000,4.0746,2.87402,5.69065,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2002,YEAR,Total,RATE_PER_100000,3.34607,2.80501,3.95926,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2002,YEAR,Female,RATE_PER_100000,1.75674,1.43517,2.13233,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,100,Bulgaria,2002,YEAR,Male,RATE_PER_100000,5.0211,4.24871,5.8847,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2002,YEAR,Total,RATE_PER_100000,1.08152,0.67278,1.6353,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2002,YEAR,Female,RATE_PER_100000,1.09359,0.66724,1.68985,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,48,Bahrain,2002,YEAR,Male,RATE_PER_100000,1.07285,0.67675,1.59616,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2002,YEAR,Total,RATE_PER_100000,16.87797,13.60211,20.57677,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2002,YEAR,Female,RATE_PER_100000,4.42171,3.32158,5.76611,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,44,Bahamas,2002,YEAR,Male,RATE_PER_100000,30.04986,24.47329,36.23833,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2002,YEAR,Total,RATE_PER_100000,2.60722,1.40221,4.38421,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2002,YEAR,Female,RATE_PER_100000,1.29949,0.70636,2.1848,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,70,Bosnia and Herzegovina,2002,YEAR,Male,RATE_PER_100000,3.96205,2.12311,6.66283,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2002,YEAR,Total,RATE_PER_100000,11.6806,10.0533,13.49791,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2002,YEAR,Female,RATE_PER_100000,7.88473,6.76622,9.12622,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,112,Belarus,2002,YEAR,Male,RATE_PER_100000,15.98411,13.77998,18.45424,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2002,YEAR,Total,RATE_PER_100000,28.21981,23.56896,33.48524,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2002,YEAR,Female,RATE_PER_100000,9.33285,7.24751,11.82655,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,84,Belize,2002,YEAR,Male,RATE_PER_100000,46.8575,39.675,54.85807,PUBLISHED
361734E,Homicide deaths,VIOLENCE_HOMICIDERATE,68,Bolivia (Plurinational State of),2002,YEAR,Total,RATE_PER_100000,7.09155,3.94224,11.54985,PUBLISHED
